Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
RMCF0805FT39R2,RES 39.2 OHM 1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D03
RMCF0805FT39R2,RES 39.2 OHM 1% 1/8W 0805,Sei Electronics,20000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D03
RMCF0805FT3K01,RES 3.01K OHM 1% 1/8W 0805,Sei Electronics,6494,18/52,,,Astute Electronics TAX Excess/Consignment,G06B03
RMCF0805FT3K16,RES 3.16K OHM 1% 1/8W 0805,Sei Electronics,6692,1851,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF0805FT3K65,RES 3.65K OHM 1% 1/8W 0805,Sei Electronics,2789,1852,,,Astute Electronics TAX Excess/Consignment,G04D04
RMCF0805FT3K65,RES 3.65K OHM 1% 1/8W 0805,Sei Electronics,1581,1515,,,Astute Electronics TAX Excess/Consignment,G04D04
RMCF0805FT3K74,RES 3.74K OHM 1% 1/8W 0805,Sei Electronics,16413,1849,,,Astute Electronics TAX Excess/Consignment,G07D01
RMCF0805FT402K,RES 402K OHM 1% 1/8W 0805,Sei Electronics,9500,"1832, 1818",,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF0805FT40K2,RES 40.2K OHM 1% 1/8W 0805,Sei Electronics,4980,1849,,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF0805FT453K,RES 453K OHM 1% 1/8W 0805,Sei Electronics,7258,"1831, 1921",,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF0805FT475K,RES 475K OHM 1% 1/8W 0805,Sei Electronics,4657,18/39,,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF0805FT475K,RES 475K OHM 1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF0805FT47K5,RES 47.5K OHM 1% 1/8W 0805,Sei Electronics,4915,1839,,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF0805FT499K,RES 499K OHM 1% 1/8W 0805,Sei Electronics,18963,"1924, 1850",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805FT499K,RES 499K OHM 1% 1/8W 0805,Sei Electronics,5000,2020,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF0805FT499R,RES 499 OHM 1% 1/8W 0805,Sei Electronics,4976,1842,,,Astute Electronics TAX Excess/Consignment,G05B01
RMCF0805FT49K9,RES 49.9K OHM 1% 1/8W 0805,Sei Electronics,21313,1915,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805FT49R9,Fixed Resistor Metal Glaze/thi,Stackpole Electronics Inc,1700,,,,Astute Electronics TAX Excess/Consignment,G05E03
RMCF0805FT49R9,Fixed Resistor Metal Glaze/thi,Stackpole Electronics Inc,4413,18/50,,,Astute Electronics TAX Excess/Consignment,G05E03
RMCF0805FT49R9,Fixed Resistor Metal Glaze/thi,Stackpole Electronics Inc,5000,19/50,,,Astute Electronics TAX Excess/Consignment,G05E03
RMCF0805FT4K02,RES 4.02K OHM 1% 1/8W 0805,Sei Electronics,4831,18/37,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805FT4K02,RES 4.02K OHM 1% 1/8W 0805,Sei Electronics,519,N/A,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805FT4K02,RES 4.02K OHM 1% 1/8W 0805,Sei Electronics,400,,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805FT4K22,RES 4.22K OHM 1% 1/8W 0805,Sei Electronics,4963,18/31,,,Astute Electronics TAX Excess/Consignment,G04D04
RMCF0805FT4K64,RES 4.64K OHM 1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D04
RMCF0805FT4K99,RES 4.99K OHM 1% 1/8W 0805,Sei Electronics,39127,"1915, 1950",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805FT4K99,RES 4.99K OHM 1% 1/8W 0805,Sei Electronics,10000,20/08,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805FT511R,RES 511 OHM 1% 1/8W 0805,Sei Electronics,5003,18/31,,,Astute Electronics TAX Excess/Consignment,G07D03
RMCF0805FT51K1,RES 51.1K OHM 1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G06B03
RMCF0805FT51K1,RES 51.1K OHM 1% 1/8W 0805,Sei Electronics,3615,1919,,,Astute Electronics TAX Excess/Consignment,G06B03
RMCF0805FT5M11,RES 5.11M OHM 1% 1/8W 0805,Sei Electronics,5000,2020,,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF0805FT5M11,RES 5.11M OHM 1% 1/8W 0805,Sei Electronics,5975,1910,,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF0805FT5M11,RES 5.11M OHM 1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF0805FT681R,RES 681 OHM 1% 1/8W 0805,Sei Electronics,5000,1834,,,Astute Electronics TAX Excess/Consignment,G07C03
RMCF0805FT6K34,RES 6.34K OHM 1% 1/8W 0805,Sei Electronics,5000,18/15,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF0805FT6K65,RES 6.65K OHM 1% 1/8W 0805,Sei Electronics,4694,19/03,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF0805FT71K5,RES 71.5K OHM 1% 1/8W 0805,Sei Electronics,13725,"1842, 1810, 1626",,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF0805FT750K,RES 750K OHM 1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G05B01
RMCF0805FT750R,RES 750 OHM 1% 1/8W 0805,Sei Electronics,5000,1925,,,Astute Electronics TAX Excess/Consignment,G07D01
RMCF0805FT75K0,RES 75K OHM 1% 1/8W 0805,Sei Electronics,8993,"1915, 1901/1945",,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF0805FT7K50,RES 7.5K OHM 1% 1/8W 0805,Sei Electronics,8855,"1908, 1702",,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF0805FT86K6,RES 86.6K OHM 1% 1/8W 0805,Sei Electronics,5660,"1437, 1851",,,Astute Electronics TAX Excess/Consignment,G07D01
RMCF0805FT8K06,RES SMD 8.06K OHM 1% 1/8W 0805,Stackpole,5000,2020,,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF0805FT8K06,RES SMD 8.06K OHM 1% 1/8W 0805,Stackpole,8813,"1831, 1836",,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF0805FT8K06,RES SMD 8.06K OHM 1% 1/8W 0805,Stackpole,506,1622,,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF0805FT8K06,RES SMD 8.06K OHM 1% 1/8W 0805,Stackpole,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF0805FT909R,RES 909 OHM 1% 1/8W 0805,Sei Electronics,4939,1852,,,Astute Electronics TAX Excess/Consignment,G05B01
RMCF0805FT90K9,RES 90.9K OHM 1% 1/8W 0805,Sei Electronics,8303,1922,,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF0805FT9K09,RES 9.09K OHM 1% 1/8W 0805,Sei Electronics,9330,N/A,,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF0805FT9K09,RES 9.09K OHM 1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF0805JT10M0,RES 10M OHM 5% 1/8W 0805,Sei Electronics,15000,20/08,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF0805JT10M0,RES 10M OHM 5% 1/8W 0805,Sei Electronics,11217,"1831, 1910, 1917",,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF0805JT1R00,RES 1 OHM 5% 1/8W 0805,Sei Electronics,5497,"1831, 1731",,,Astute Electronics TAX Excess/Consignment,G07D01
RMCF0805JT3M30,RES 3.3M OHM 5% 1/8W 0805,Sei Electronics,4565,18/50,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF0805ZT0R00,Fixed Resistor Metal Glaze/thi,Stackpole Electronics Inc,11418,"1914, 1826, 1828",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF0805ZT0R00,Fixed Resistor Metal Glaze/thi,Stackpole Electronics Inc,21029,"1914, 1831, 1826",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT100K,RES 100K OHM 1% 1/4W 1206,Stackpole,7200,"1532, 1921",,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF1206FT10K0,RES 10K OHM 1% 1/4W 1206,Sei Electronics,18498,"1842, 1833, 2017",,,Astute Electronics TAX Excess/Consignment,G04E03
RMCF1206FT10R0,RES 10 OHM 1% 1/4W 1206,Sei Electronics,8498,1851,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT10R0,RES 10 OHM 1% 1/4W 1206,Sei Electronics,9390,1851,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT12K1,RES 12.1K OHM 1% 1/4W 1206,Sei Electronics,9748,"1851, 4951",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT1K00,RES 1K OHM 1% 1/4W 1206,Sei Electronics,12228,"1850, 1803, 1848",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT1K00,RES 1K OHM 1% 1/4W 1206,Sei Electronics,5000,2020,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206FT1M00,RES 1M OHM 1% 1/4W 1206,Sei Electronics,7255,"1534, 1850",,,Astute Electronics TAX Excess/Consignment,G04E03
RMCF1206FT1M24,RES 1.24M OHM 1% 1/4W 1206,Sei Electronics,9798,1917,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT1R00,RES 1 OHM 1% 1/4W 1206,Sei Electronics,11660,"1915, 17/38, 1614",,,Astute Electronics TAX Excess/Consignment,G05B01
RMCF1206FT200K,RES 200K OHM 1% 1/4W 1206,Sei Electronics,5000,1822,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206FT200R,RES 200 OHM 1% 1/4W 1206,Sei Electronics,5000,2016,,,Astute Electronics TAX Excess/Consignment,G04E03
RMCF1206FT200R,RES 200 OHM 1% 1/4W 1206,Sei Electronics,3973,1852,,,Astute Electronics TAX Excess/Consignment,G04E03
RMCF1206FT20R0,Res 20R0 1% 250Mw 1206 100Ppm,Stackpole Electronics Inc,5026,"1550, 1852",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT21K5,RES 21.5K OHM 1% 1/4W 1206,Sei Electronics,13615,"1850, 1601",,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF1206FT221R,RES 221 OHM 1% 1/4W 1206,Sei Electronics,4722,1911,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206FT24K3,RES 24.3K OHM 1% 1/4W 1206,Sei Electronics,9766,"1836, 1850",,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF1206FT2K00,RES 2K OHM 1% 1/4W 1206,Sei Electronics,7840,"1845, 1909",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT2K20,"RES,SMD,THK,2.2K OHM,1%,1/4W,1206",Stackpole Electronics Inc,5000,2403,,USD,Astute Electronics Inc. LAM STL,LAM7.7.27
RMCF1206FT2K21,RES 2.21K OHM 1% 1/4W 1206,Sei Electronics,5000,2020,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206FT2K21,RES 2.21K OHM 1% 1/4W 1206,Sei Electronics,14261,"1750, 1850, 1903",,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF1206FT301R,RES 301 OHM 1% 1/4W 1206,Sei Electronics,10016,REEL,,,Astute Electronics TAX Excess/Consignment,G07D01
RMCF1206FT332R,RES 332 OHM 1% 1/4W 1206,Sei Electronics,5000,,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206FT33K2,RES 33.2K OHM 1% 1/4W 1206,Sei Electronics,7060,"19/08, 16/14",,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF1206FT39R2,RES 39.2 OHM 1% 1/4W 1206,Sei Electronics,1000,18/08,,,Astute Electronics TAX Excess/Consignment,G07D03
RMCF1206FT3K01,RES 3.01K OHM 1% 1/4W 1206,Sei Electronics,8269,"1920, 1633, 1911",,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206FT3K01,RES 3.01K OHM 1% 1/4W 1206,Sei Electronics,5000,2020,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206FT432R,RES 432 OHM 1% 1/4W 1206,Sei Electronics,9760,"1411, 1830",,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206FT475K,RES 475K OHM 1% 1/4W 1206,Sei Electronics,11638,"1537, 1848, 4945",,,Astute Electronics TAX Excess/Consignment,G04E04
RMCF1206FT47R5,RES 47.5 OHM 1% 1/4W 1206,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G07D03
RMCF1206FT499R,RES 499 OHM 1% 1/4W 1206,Sei Electronics,2538,1852,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206FT499R,RES 499 OHM 1% 1/4W 1206,Sei Electronics,15000,20/08,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206FT4K32,RES 4.32K OHM 1% 1/4W 1206,Sei Electronics,5000,2020,,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF1206FT4K32,RES 4.32K OHM 1% 1/4W 1206,Sei Electronics,10000,"1917, 1950",,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF1206FT4K32,RES 4.32K OHM 1% 1/4W 1206,Sei Electronics,685,1917,,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF1206FT4K32,RES 4.32K OHM 1% 1/4W 1206,Sei Electronics,4270,"1917, 1826",,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF1206FT511K,RES 511K OHM 1% 1/4W 1206,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D03
RMCF1206FT511K,RES 511K OHM 1% 1/4W 1206,Sei Electronics,26543,"1852, 1915, 1830",,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF1206FT511K,RES 511K OHM 1% 1/4W 1206,Sei Electronics,3820,1915,,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF1206FT511R,RES 511 OHM 1% 1/4W 1206,Sei Electronics,10000,2020,,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF1206FT511R,RES 511 OHM 1% 1/4W 1206,Sei Electronics,23006,"1922, 1742, 1938, 1950",,,Astute Electronics TAX Excess/Consignment,G04C01
RMCF1206FT53K6,RES 53.6K OHM 1% 1/4W 1206,Sei Electronics,8967,"1850, 1950",,,Astute Electronics TAX Excess/Consignment,G01B02
RMCF1206FT60K4,RES 60.4K OHM 1% 1/4W 1206,Sei Electronics,5000,19/25,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206FT665K,RES 665K OHM 1% 1/4W 1206,Sei Electronics,8354,"18/52, 18/06",,,Astute Electronics TAX Excess/Consignment,G05B01
RMCF1206FT6K65,RES 6.65K OHM 1% 1/4W 1206,Sei Electronics,8602,"1534, 1843",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206FT750K,RES 750K OHM 1% 1/4W 1206,Sei Electronics,7792,"1849, 1950",,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206FT80K6,RES 80.6K OHM 1% 1/4W 1206,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D03
RMCF1206FT8R25,RES 8.25 OHM 1% 1/4W 1206,Sei Electronics,5000,1821,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206JT100R,RES 100 OHM 5% 1/4W 1206,Sei Electronics,15483,"1917, 1045, 1832",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206JT100R,RES 100 OHM 5% 1/4W 1206,Sei Electronics,5000,2020,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1206JT10K0,RES 10K OHM 5% 1/4W 1206,Sei Electronics,10000,1917,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206JT10K0,RES 10K OHM 5% 1/4W 1206,Sei Electronics,7420,"1917, 1814",,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206JT10M0,RES 10M OHM 5% 1/4W 1206,Sei Electronics,5000,1929,,,Astute Electronics TAX Excess/Consignment,G07C03
RMCF1206JT1M00,Res Thick Film 1206 1M Ohm 5% 0.25W(1/4W,Sei Electronics,8240,"1804, 1913",,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206JT22R0,RES 22 OHM 5% 1/4W 1206,Sei Electronics,5000,1851,,,Astute Electronics TAX Excess/Consignment,G07C03
RMCF1206JT4K70,RES 4.7K OHM 5% 1/4W 1206,Sei Electronics,13127,"1702, 1624, 1914",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1206JT4R70,RES 4.7 OHM 5% 1/4W 1206,Sei Electronics,5000,1850,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF1206ZT0R00,Fixed Resistor Metal Glaze/thi,Stackpole Electronics Inc,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D04
RMCF1206ZT0R00,Fixed Resistor Metal Glaze/thi,Stackpole Electronics Inc,7266,"1832, 1915",,,Astute Electronics TAX Excess/Consignment,G01D04
RMCF1210FT10R0,RES 10 OHM 1% 1/2W 1210,Sei Electronics,16590,"1927, 1814, 1921",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1210FT10R0,RES 10 OHM 1% 1/2W 1210,Sei Electronics,4000,1927,,,Astute Electronics TAX Excess/Consignment,G07C03
RMCF1210FT140R,RES 140 OHM 1% 1/2W 121,Sei Electronics,6285,REEL,,,Astute Electronics TAX Excess/Consignment,G06B03
RMCF1210FT1K00,RES 1K OHM 1% 1/2W 1210,Sei Electronics,9442,"1633, 1925, 1921",,,Astute Electronics TAX Excess/Consignment,G07D01
RMCF1210FT1K50,RES 1.5K OHM 1% 1/3W 1210,Sei Electronics,4456,19/21,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF1210JT10R0,RES 10 OHM 5% 1/2W 1210,Sei Electronics,6589,1925,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT10R0,RES 10 OHM 5% 1/2W 1210,Sei Electronics,4000,2014,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT10R0,RES 10 OHM 5% 1/2W 1210,Sei Electronics,8000,2014,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT1R00,Res Thick Film 1210 1 Ohm 5% 0.5W(1/2W),Sei Electronics,9402,"18/47, 18/15, 19/25, 19/21",,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT1R00,Res Thick Film 1210 1 Ohm 5% 0.5W(1/2W),Sei Electronics,4000,20/06,,,Astute Electronics TAX Excess/Consignment,G01D03
RMCF1210JT1R00,Res Thick Film 1210 1 Ohm 5% 0.5W(1/2W),Sei Electronics,8000,2014,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT20R0,Res Thick Film 1210 20 Ohm 5% 0.5W(1/2W),Sei Electronics,1967,N/A,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT20R0,Res Thick Film 1210 20 Ohm 5% 0.5W(1/2W),Sei Electronics,8000,20/06,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT20R0,Res Thick Film 1210 20 Ohm 5% 0.5W(1/2W),Sei Electronics,4000,2014,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF1210JT220R,Res Thick Film 1210 220 Ohm 5% 0.5W(1/2W,Sei Electronics,8000,1925,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF2010FT464R,Res Thick Film 2010 464 Ohm 1% 0.75W(3/4,Sei Electronics,3162,1921,,,Astute Electronics TAX Excess/Consignment,G07D01
RMCF2010JT1K00,Res Thick Film 2010 1K Ohm 5% 0.75W(3/4W,Sei Electronics,4000,2015,,,Astute Electronics TAX Excess/Consignment,G01B03
RMCF2010JT1K00,Res Thick Film 2010 1K Ohm 5% 0.75W(3/4W,Sei Electronics,5210,19/21,,,Astute Electronics TAX Excess/Consignment,A01F01
RMCF2010JT1K00,Res Thick Film 2010 1K Ohm 5% 0.75W(3/4W,Sei Electronics,8000,"19/47, 19/25",,,Astute Electronics TAX Excess/Consignment,A01F01
RMCF2010JT1K00,Res Thick Film 2010 1K Ohm 5% 0.75W(3/4W,Sei Electronics,16000,"19/25, 19/21",,,Astute Electronics TAX Excess/Consignment,A01F01
RMCF2010JT1K00,Res Thick Film 2010 1K Ohm 5% 0.75W(3/4W,Sei Electronics,12000,20/06,,,Astute Electronics TAX Excess/Consignment,G01D03
RMCF2512FT499R,Res Thick Film 2512 499 Ohm 1% 1W ±100pp,Sei Electronics,6450,"1921, 1805",,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF2512JT1R20,Res Thick Film 2512 1.2 Ohm 5% 1W ±400pp,Sei Electronics,3960,1848,,,Astute Electronics TAX Excess/Consignment,G01B01
RMCF2512JT3K00,RES 3K OHM 5% 1W 2512,Sei Electronics,6959,N/A,,,Astute Electronics TAX Excess/Consignment,G07E03
RMCF2512JT43K0,RES 43K OHM 5% 1W 2512,Sei Electronics,4000,20/06,,,Astute Electronics TAX Excess/Consignment,G07C03
RMCF2512JT68K0,RES 68K OHM 5% 1W 2512,Sei Electronics,5228,"19/21, 18/48",,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF2512JT68K0,RES 68K OHM 5% 1W 2512,Sei Electronics,8000,20/06,,,Astute Electronics TAX Excess/Consignment,G06A01
RMCF2512JTR270,RES 0.27 OHM 5% 1W 2512,Sei Electronics,4000,1843,,,Astute Electronics TAX Excess/Consignment,G07D01
RN152-6-02-3M9,IDCTR CHOKE COML MODE RN152 3.,TE Connectivity,14,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RN55D4993FRE6,(CE/) RES 499K 1/8W 1% MF,Vishay Dale,5000,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RN60C1502FB14,Metal Film Resistors - Through Hole 1/8w,Vishay Intertechnology Inc,435,,,,Astute Electronics GEA Excess/Consignment,F02E03
RN70E2262F,RES TH Metal Film 22.6k OHM 3/4W ±1% Axi,Vishay,415,,,,Astute Electronics GEA Excess/Consignment,G08C01
RN731ETTP2001B25,RES 2K OHM 0.1% 1/16W 0402,KOA Speer Electronics Inc,10000,,,,Astute Electronics Inc. ATX Excess,G02C03
RN732ATTD4531B25,Thin Film Resistors,KOA Speer Electronics Inc,73,,,,Astute Electronics GEA Excess/Consignment,F01E03
RN732BTTD4992B25,(CE/) RES SMD 1206 0.1% 49.9K,KOA Speer Electronics Inc,7423,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RNC50H1001BR,Film Fixed Resistor,Vishay Semiconductors,312,"1316, 1317",,,Astute Electronics GEA Excess/Consignment,G05D04
RNC50H1002BSRE5,Film fixed resistor,Vishay Semiconductors,831,1317,,,Astute Electronics GEA Excess/Consignment,G05E01
RNC50H1003BR,Resistor,Vishay Semiconductors,55,1126,,,Astute Electronics GEA Excess/Consignment,G08B03
RNC50H1003BRRE5,RES 100K OHM 0.1% 1/10W AXIAL,Vishay Dale,208,2011,,,Astute Electronics GEA Excess/Consignment,G02E01
RNC50H1023FR,"Resistor,Metal Film,ERC-50 102K 1% T-2 R",Vishay Semiconductors,30,1222,,,Astute Electronics GEA Excess/Consignment,INVQRY
RNC50H1691FSRE6,RES 1.69K OHM 1/10W 1% AXIAL,Vishay Dale,890,1521,,,Astute Electronics GEA Excess/Consignment,G02B02
RNC50H1960FS,Res Metal Film 10 Ohm 1% 0.1W(1/10W) ±50,Vishay Semiconductors,890,1523,,,Astute Electronics GEA Excess/Consignment,G03B01
RNC50H1960FS,Res Metal Film 10 Ohm 1% 0.1W(1/10W) ±50,Vishay Semiconductors,438,N/A,,,Astute Electronics GEA Excess/Consignment,G03B01
RNC50H1961FSRE6,Res Metal Film 1.96K Ohm 1% 0.1W(1/10W),Vishay Dale,413,1521,,,Astute Electronics GEA Excess/Consignment,G02B02
RNC50H1963FSRE6,Res Metal Film 196K Ohm 1% 1/10W ±50ppm/,Vishay Dale,864,1523,,,Astute Electronics GEA Excess/Consignment,G03B01
RNC50H2742BR,Fixed film resistor,Vishay Semiconductors,115,1237,,,Astute Electronics GEA Excess/Consignment,G06A01
RNC50H3162FSRE6,Res Metal Film 31.6K Ohm 1% 0.1W(1/10W),Vishay Dale,773,1521,,,Astute Electronics GEA Excess/Consignment,G03A01
RNC50H3920FSRE6,RES 392 OHM 1/10W 1% AXIAL,Vishay Dale,862,1521,,,Astute Electronics GEA Excess/Consignment,G03A01
RNC50H4222FSRE5,Thin Film Resistors,KOA Speer Electronics Inc,444,,,,Astute Electronics GEA Excess/Consignment,F01C03
RNC50H4751BR,Resistor,Vishay Semiconductors,149,1131,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC50H4991BSRE5,resistor,Vishay,500,,,,Astute Electronics GEA Excess/Consignment,F01E04
RNC50H5110FS,RNC50H5110FS,Vishay Semiconductors,260,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC50H5110FSRE6,RES 511 OHM 1/10W 1% AXIAL,Vishay Dale,541,1521,,,Astute Electronics GEA Excess/Consignment,G02B02
RNC50H5361FSRE6,Res Metal Film 5.36K Ohm 1% 0.1W(1/10W),Vishay Semiconductors,766,1523,,,Astute Electronics GEA Excess/Consignment,G03B01
RNC50J1003BS,"Through Hole Resistor, 100 kohm, RNC Ser",Vishay Semiconductors,218,N/A,,,Astute Electronics GEA Excess/Consignment,G07C02
RNC50J1871BS,RNC50J1871BS,Vishay Semiconductors,544,N/A,,,Astute Electronics GEA Excess/Consignment,G07E01
RNC50J1962BSB14,resistor,Vishay,500,,,,Astute Electronics GEA Excess/Consignment,F02E03
RNC50J2052BS,RNC50J2052BS,Vishay Semiconductors,510,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC50J3401BS,Res Metal Film 3.4K Ohm 0.1% 0.1W(1/10W),Vishay Semiconductors,507,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC55H1622BSB14,"RES, METAL FILM 16.2K .1% .1W",Vishay Dale,79,,,USD,Astute Electronics Inc. ATX Excess,G08E04
RNC55H1741FS,"Resistor, Metal Film, 1.74K Ohm, 200V, 1",Vishay Semiconductors,130,N/A,,,Astute Electronics GEA Excess/Consignment,G07D02
RNC55H1872FSRE5,Res Metal Film 18.7K Ohm 1% 0.125W(1/8W),Vishay Semiconductors,472,1851,,,Astute Electronics GEA Excess/Consignment,G02B02
RNC55H2491FSRE6,Res Metal Film 2.49K Ohm 1% 0.125W(1/8W),Vishay Semiconductors,464,1941,,,Astute Electronics GEA Excess/Consignment,G03A01
RNC55H2611FSRE6,RES 2.61K OHM 1/8W 1% AXIAL,Vishay Dale,710,1517,,,Astute Electronics GEA Excess/Consignment,G02B01
RNC55H3481FS,Res Metal Film 3.48K Ohm 1% 0.125W(1/8W),Vishay Semiconductors,95,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNC55H3481FSB14,"1/10W, 1/8W, 1/4W, 1/2W and 3/4W, 0.1% a",Vishay Dale,54,N/A,,,Astute Electronics GEA Excess/Consignment,G03B01
RNC55H3652FP,"Resistor,Metal Film,ERC-55 36.5K 1% T-2",Vishay Semiconductors,245,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
RNC55H3832FSB14,RES 38.3K OHM 1/8W 1% AXIAL,Vishay Dale,276,1341/1421/1439,,,Astute Electronics GEA Excess/Consignment,G03A03
