Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
ACM4532-601-2PT001,"INDUCTOR, COMMON MODE FILTER, RE-PLATED",TDK Corp,291,,,,Astute Electronics Inc. ATX Excess,G08D01
ACPL-M61L-500E,High Speed Optocouplers 10MBd 15k V/us,Avago Technologies,79,,,,Astute Electronics Inc. - HK Excess,HK-EXCESS03
ACS71240KEXBLT-010B3,SENSOR CURRENT HALL 10A 12PWRQFN,Allegro Microsystems LLC,1000,,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS06
ACT1210L-101-2P-TL00,CMC 100UH 150MA 2LN SMD AEC-Q200,TDK Corp,1000,,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS02
AD5160BRJZ10-RL7,IC DGT POT 10KOHM 256TAP SOT23-8,ADI,6000,2549,0.68,USD,Astute Electronics Inc,HK-C05
AD5305BRMZ-REEL7,IC DAC QUAD 8 BIT 2 WIRE INTERFACE,Analog Devices Inc,812,1743,,,Astute Electronics SPA Excess/Consignment,G08B02
AD5308ARUZ-REEL7,IC DAC 8BIT V-OUT 16TSSOP,Analog Devices Inc,1000,2527,2.46,USD,Astute Electronics Inc,HK-C03
AD5420AREZ-REEL7,IC DAC 16BIT A-OUT 24TSSOP,Analog Devices Inc,1999,2542/2543/2546,5.05,USD,Astute Electronics Inc,QC INSPECT
AD5420AREZ-REEL7,IC DAC 16BIT A-OUT 24TSSOP,Analog Devices Inc,2000,2542/2543/2546,5.05,USD,Astute Electronics Inc,QC INSPECT
AD558SD/883B,Microcircuit,Analog Devices Inc,8,,,,Astute Electronics GEA Excess/Consignment,G07D04
AD558SD/883B,Microcircuit,Analog Devices Inc,3,1530,,,Astute Electronics Inc. ATX Excess,G07D04
AD5592RBCPZ-1-RL7,IC ADC/DAC 12BIT 400K 16LFCSP,Hittite,3000,2530/2546,3.99,USD,Astute Electronics Inc,HK-E03
AD5689RARUZ,"IC,SMD,DAC,16BIT,SRL",Analog Devices Inc,96,2246,,USD,Astute Electronics Inc. LAM STL,LAMTB.10.5
AD5752RBREZ,IC DAC 16BIT V-OUT 24TSSOP,Analog Devices Inc,310,2532,10.5,USD,Astute Electronics Inc,HK-B04
AD5752RBREZ,IC DAC 16BIT V-OUT 24TSSOP,Analog Devices Inc,310,2532,10.5,USD,Astute Electronics Inc,HK-B04
AD5791BRUZ,IC AD5791BRUZ 20-BIT D2A CONV TSSOP20(C,Analog Devices Inc,60,2521,62.41,USD,Astute Electronics Inc,HK-B05
AD584KH,IC VREF SERIES 0.1% TO99-8,Analog Devices Inc,22,,,,Astute Electronics Inc. ATX Excess,G08B01
AD584SH,Voltage References IC - PROGRAMMABLE V R,Analog Devices Inc,35,1949,,,Astute Electronics GEA Excess/Consignment,G05D04
AD584SH/883B,"3 Terminal Voltage Ref, 3 Output, 10V, B",Analog Devices Inc,3,1737,,,Astute Electronics Inc. ATX Excess,G02C01
AD584TH/883B,Precision voltage,Analog Devices Inc,81,1213,,,Astute Electronics GEA Excess/Consignment,G07D02
AD587JRZ,"IC,AD587 VREF 10V SO8,ROHS",Analog Devices Inc,60,2242,,USD,Astute Electronics Inc. LAM STL,LAMTB.10.7
AD704ARZ-16,IC OPAMP GP 4 CIRCUIT 16SOIC,Analog Devices Inc,47,,,,Astute Electronics Inc. ATX Excess,G02A02
AD73311LARSZ,"IC ANALOG SPECIAL FUNCTION, SSOP",Analog Devices Inc,132,1745,,,Astute Electronics Inc. ATX Excess,G02A02
AD73311LARSZ,"IC ANALOG SPECIAL FUNCTION, SSOP",Analog Devices Inc,132,1745,,USD,Astute Electronics Inc. ATX Excess,G02A02
AD734SQ/883B,IC MULT/DIV 4-QUANDRANT 14CERDIP,Analog Devices Inc,165,,,,Astute Electronics Inc. - HK Excess,HK-EXCESS04
AD7606BSTZ-RL,IC DAS/ADC 16BIT 200K 64LQFP,ADI,160,,10.8,USD,Astute Electronics Inc,QC INSPECT
AD7626BCPZ,IC ADC 16BIT SAR 32LFCSP,Analog Devices Inc,490,2530,26,USD,Astute Electronics Inc,HK-F03
AD7788BRMZ-REEL,IC ADC 16BIT SIGMA-DELTA 10MSOP,Analog Devices Inc,20,2018,,,Astute Electronics TAX Excess/Consignment,G01D01
AD7788BRMZ-REEL,IC ADC 16BIT SIGMA-DELTA 10MSOP,Analog Devices Inc,150,N/A,,,Astute Electronics TAX Excess/Consignment,G01C03
AD7799BRUZ-REEL,IC ADC 24BIT SIGMA-DELTA 16TSSOP,Analog Devices Inc,5000,,2.68,USD,Astute Electronics Inc,QC INSPECT
AD7799BRUZ-REEL,IC ADC 24BIT SIGMA-DELTA 16TSSOP,Analog Devices Inc,5000,,2.68,USD,Astute Electronics Inc,QC INSPECT
AD7799BRUZ-REEL,IC ADC 24BIT SIGMA-DELTA 16TSSOP,Analog Devices Inc,5000,,2.68,USD,Astute Electronics Inc,QC INSPECT
AD7875TQ,1-CH 12-BIT SUCCESSIVE APPROXIMATION ADC,Analog Devices Inc,14,2010,,,Astute Electronics GEA Excess/Consignment,G01A02
AD7980ARMZRL7,IC ADC 16BIT SAR 10MSOP,Analog Devices Inc,1000,,6.27,USD,Astute Electronics Inc,HK-B04
AD7980ARMZRL7,IC ADC 16BIT SAR 10MSOP,Analog Devices Inc,1000,2547,6.38,USD,Astute Electronics Inc,HK-A04
AD7980ARMZRL7,IC ADC 16BIT SAR 10MSOP,Analog Devices Inc,1000,2521,5.72,USD,Astute Electronics Inc,HK-E02
AD8011ARZ-REEL,IC OP AMP AD8011AR RY,"Analog Devices, Inc.",3000,,1.95,USD,Astute Electronics Inc,QC INSPECT
AD8137YCPZ,"IC, OP AMP FULLY DIFF PKG; LFSC",Analog Devices Inc,107,,,USD,Astute Electronics Inc. ATX Excess,F04C01
AD8170AR,IC INTERFACE SPECIALIZED 8SOIC,Analog Devices Inc,240,1223,,,Astute Electronics SPA Excess/Consignment,G08B02
AD8314ACPZ-RL7,IC RF DETECT 100MHZ-2.7GHZ 8CSP,Analog Devices Inc,3000,2522,1.395,USD,Astute Electronics Inc,HK-D04
AD8362ARUZ-REEL7,IC RF POWER DETECTOR TSSO16,ADI,3000,,4,USD,Astute Electronics Inc,HK-C04
AD8362ARUZ-REEL7,IC RF POWER DETECTOR TSSO16,ADI,2000,,4,USD,Astute Electronics Inc,HK-C04
AD8362ARUZ-REEL7,IC RF POWER DETECTOR TSSO16,ADI,999,,4,USD,Astute Electronics Inc,HK-C04
AD8510ARMZ,"IC,SMD,JFET OPAMP,AD8510,ROHS",Analog Devices Inc,138,2245,2.772,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.11.18
AD8672ARZ-REEL7,IC OPAMP GP 2 CIRCUIT 8SOIC,Analog Devices Inc,29,1918,,,Astute Electronics TAX Excess/Consignment,G07D03
AD8674ARU,Precision Amplifiers Prec Low Noise Low,Analog Devices Inc,1540,1533,,,Astute Electronics SPA Excess/Consignment,G08C03
AD9467BCPZ-250,16 BIT 250 MSPS A TO D CONVERTER,Analog Devices Inc,11,,216.47232,USD,Astute Electronics Inc. LAM 3PL,QC INSPECT
AD9518-4ABCPZ,"IC,SMD,CLK GEN,6-OUT,1.6GHZ VCO,LFCSP-48",Analog Devices Inc,63,2214,11.206,USD,Astute Electronics Inc. LAM 3PL,LAMTB.10.2
AD9518-4ABCPZ,"IC,SMD,CLK GEN,6-OUT,1.6GHZ VCO,LFCSP-48",Analog Devices Inc,26,,13.21855,USD,Astute Electronics Inc. LAM 3PL,QC INSPECT
ADA4817-1ACPZ-R7,"IC,SMD,OPAMP,1 CKT,870V/US,LFCSP-8",Analog Devices Inc,60,2305,,USD,Astute Electronics Inc. LAM STL,LAMBLK.12.3
ADA4932-2YCPZ-R7,SP Amp DIFF AMP Dual ±5.5V/11V 24-Pin LF,Analog Devices Inc,1500,2516,4.65,USD,Astute Electronics Inc,HK-C01
ADA4932-2YCPZ-R7,SP Amp DIFF AMP Dual ±5.5V/11V 24-Pin LF,Analog Devices Inc,2000,2516,4.65,USD,Astute Electronics Inc,HK-C01
ADA4932-2YCPZ-R7,SP Amp DIFF AMP Dual ±5.5V/11V 24-Pin LF,Analog Devices Inc,2000,2516,4.65,USD,Astute Electronics Inc,HK-C01
ADG1419BRMZ,"IC,SMD,ANALOG SW,SPDT,MSOP,ADG1419BRMZ",Analog Devices Inc,123,2425,4.477,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.13.4
ADG1419BRMZ,"IC,SMD,ANALOG SW,SPDT,MSOP,ADG1419BRMZ",Analog Devices Inc,47,,4.477,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.13.4
ADG794BRQZ-REEL7,IC ANALOG VIDEO SWITCH,Analog Devices Inc,830,1346,,,Astute Electronics SPA Excess/Consignment,G08B02
ADM2582EBRWZ-REEL7,DGT ISO 2.5KV RS422/RS485 20SOIC,ADI,1599,2531,3.1,USD,Astute Electronics Inc,HK-G04
ADM705ARZ,ADM705ARZ,Analog Devices Inc,98,1827M,,,Astute Electronics TAX Excess/Consignment,G07C01
ADM705ARZ-REEL7,IC SUPERVISOR 1 CHANNEL 8SOIC,Analog Devices Inc,1000,2004,,,Astute Electronics TAX Excess/Consignment,G06A01
ADP2301AUJZ-R7,IC REG BUCK ADJ 1.2A TSOT6,ADI,1000,2522,0.595,USD,Astute Electronics Inc,HK-J04
ADP7102ACPZ-R7,"LDO, ADJ, 0.3A, LFCSP-EP-8, 125DEG C",ADI,500,2324,1.045,USD,Astute Electronics Inc,HK-B03
ADP7112ACBZ-1.2-R7,IC REG LIN POS ADJ 200MA 6WLCSP,Analog Devices Inc,1306,,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS02
ADP7182AUJZ-5.0-R7,LDO Regulator Neg -5V -0.2A 5-Pin TSOT R,"Analog Devices, Inc.",2000,,1.51,USD,Astute Electronics Inc,QC INSPECT
ADR02ARZ-REEL7,"IC,+5V PRECISION REF,SOIC8,",Analog Devices Inc,1000,2515,1.23,USD,Astute Electronics Inc,HK-C04
ADR431BRZ-REEL7,IC VREG OTHER 2.5V SOIC8,ADI,1000,,4.2,USD,Astute Electronics Inc,QC INSPECT
ADRF5040BCPZ-R7,IC SWITCH RF SP4T Si 9KHz-12GHz LFCSP-24,Analog Devices Inc,1000,,7.96,USD,Astute Electronics Inc,QC INSPECT
ADS1015IDGSR,4-Channel Single ADC Delta-Sigma 3.3ksps,Texas Instruments,250,2308,,USD,Astute Electronics Inc. LAM STL,LAMBLK.6.11
ADS1115IDGST,IC ADC 16BIT SIGMA-DELTA 10VSSOP,Texas Instruments,700,,,,Astute Electronics Inc. ATX Excess,G01C03
ADS1256IDBR,IC ADC 24BIT SIGMA-DELTA 28SSOP,Texas Instruments,1000,2249,3.14,USD,Astute Electronics Inc,HK-G03
ADS7953SDBTR,12 Bit Analog to Digital Converter 16 In,Texas Instruments,500,2252,,USD,Astute Electronics Inc. LAM STL,LAM13.4.6
ADS8342IBPFBT,IC ADC 16BIT SAR 48TQFP,Texas Instruments,515,"42795, 1937+5, 1915+5",,,Astute Electronics TAX Excess/Consignment,G06B03
ADS8588SIPMR,IC ADC 16BIT SAR 64LQFP,Texas Instruments,3000,2517,3.58,USD,Astute Electronics Inc,HK-B02
ADS8688IDBTR,"IC,SMD,ADC,16 BIT,500 KSPS,8 CHAN MUX",Texas Instruments,23,2336,7.815,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.6.15
ADUM1250ARZ-RL7,Digital Isolator CMOS 2-CH 1Mbps 8-Pin S,Analog Devices Inc,250,,,,Astute Electronics Inc. ATX Excess,G02C01
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000,2244,0.9,USD,Astute Electronics Inc,HK-F04
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000,2244,0.9,USD,Astute Electronics Inc,HK-A01
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000,2244,0.9,USD,Astute Electronics Inc,HK-B04
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000,2527,0.9,USD,Astute Electronics Inc,HK-I02
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000,,0.9,USD,Astute Electronics Inc,HK-C02
ADUM1412ARWZ-RL,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,ADI,5000,,0.9,USD,Astute Electronics Inc,HK-C01
ADUM1412ARWZ-RL,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,ADI,5000,2250,0.9,USD,Astute Electronics Inc,HK-J03
ADUM1441ARQZ-RL7,DGTL ISO 2500VRMS 4CH GP 16QSOP,Analog Devices Inc,1999,2326,1.28,USD,Astute Electronics Inc,HK-F03
ADXL345BCCZ-RL7,ACCEL 2-16G I2C/SPI 14LGA,Analog Devices Inc,1500,2444,1.2,USD,Astute Electronics Inc,HK-F03
AE3899/20WJ35AA-CP,"Connector, Elec.",Not Known Yet,8,,,USD,Astute Electronics GEA Excess/Consignment,F05E04
AE3899/20WJ35AN-CP,"Connector, Elec.",Not Known Yet,8,,,USD,Astute Electronics GEA Excess/Consignment,F05E04
AFBR-1539Z,"TRANSMITTER,FIBRE OPTIC CONN,685NM,10MBD",Broadcom,200,2306,,USD,Astute Electronics Inc. LAM STL,LAMTB.6.1
AFBR-57E6APZ,TRANSCEIVER OPTICAL LC MULTI-MODE SFP 3.,Avago Technologies,2000,2513/2514/2512,24,USD,Astute Electronics Inc,HK-PALLET5
AFBR-5803ATZ,Fiber Optic Transceiver Module General P,Broadcom Inc,10,,,USD,Astute Electronics Inc. ATX Excess,G06C02
AGC-1-R,"FUSE .25x1.25 1A 250VAC,ROHS",Eaton,1000,,,USD,Astute Electronics Inc. LAM STL,LAMBLKB.2.1
AGN20024,(CE/) RELAY DPDT 24VDC 1A SLIM,Panasonic Corp,4662,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
A-HDF26PP/Z-UNC3,"CONN,RCPT,D-SUB,26 POSN,3ROW,3A,THT",Assmann WSW Components GmbH,28,,1.96429,USD,Astute Electronics Inc. LAM 3PL,LAMBLKB.5.7
AHE2815D/CHSB,AHE2815D/CHSB,Infineon,30,,1725,USD,Astute Electronics Inc.,QC INSPECT
AHEF1000,"FUSE,PTC 10A AXIAL","Littelfuse, Inc.",186,2314,,USD,Astute Electronics Inc. LAM STL,LAMBLK.13.11
AISC-0805-R56G-T,RF Inductors - SMD FIXED IND 560NH,Abracon,4000,,0.048,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS06
AL6980-1.250-22,"STANDOFF, M/F, 1/4 HEX, 4-40 X",Raf Electronics Hardware,960,,,USD,Astute Electronics Inc. ATX Excess,G06A03
ALM-38140-TR1G,PIN DIODE ATTN 2.7V 39DB MCOB,Broadcom Inc,1537,,,,Astute Electronics Inc - SPE ATX,F02D04
AM29DL323GB90WDI,200MIPSARM920TPROCESSOR,Spansion,20,,,,Astute Electronics Inc. ATX Excess,G07D04
AM29LV641DL90REF,AM29LV641DL90REF,AMD,22,,,,Astute Electronics Inc. ATX Excess,G02D02
AM3703CUS,IC MPU SITARA 800MHZ 423FCBGA,Texas Instruments,547,,,,Astute Electronics Inc. - HK Excess,HK-HOLDLOT
AM-5962-8959819MZA,SRAM,Microsemi Corp,18,,,,Astute Electronics GEA Excess/Consignment,F01E03
AM7968125DC,"TRANSMITTER, 28 Pin, Ceramic, DIP",AMD,39,,,,Astute Electronics Inc. ATX Excess,G02A02
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,244,,,,Astute Electronics GEA Excess/Consignment,F04B02
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,173,,,,Astute Electronics GEA Excess/Consignment,QC INSPECT
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,285,1034,,,Astute Electronics GEA Excess/Consignment,G03E03
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,118,1034,,,Astute Electronics GEA Excess/Consignment,G01E04
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,355,1033,,,Astute Electronics GEA Excess/Consignment,G01E01
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,72,1034,,,Astute Electronics GEA Excess/Consignment,G03E03
AMC1100DWVR,SM-IC SO8 AMC1100DWV TI,Texas Instruments,7000,,0.9,USD,Astute Electronics Inc,QC INSPECT
AML24EBA3DC05,"Rocker Switch, Power-Duty, 4PDT, 3 Pos,",Honeywell International,793,"1531, 1547, 1518, 1526, 1518",,,Astute Electronics GEA Excess/Consignment,A03A01
AOC-S3908L-H8IR-16DD,"CARD,RAID,8-PORT,SAS,12GBPS,GEN4",Supermicro,21,2541 / 2544,750,USD,Astute Electronics Inc,HK-D03
AP7383-33Y-13,DIODES INC. - AP7383-33Y-13 - LDO Voltag,Diodes Inc,500,,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS03
APC0603T4K99Z,"RES,SMD,THIN FILM,4.99K,.01%,1/16W,0603",Ohmite,1000,2342,,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.3
APC0603T4K99Z,"RES,SMD,THIN FILM,4.99K,.01%,1/16W,0603",Ohmite,4000,2349,,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.3
APL3015VGC/Z-F01,Standard LEDs - SMD,Kingbright Electronic Co Ltd,20000,N/A,,,Astute Electronics TAX Excess/Consignment,G02C03
APTD1608CGCK,"LED,SMD,570NM,190MCD,2.1V,GRN,1608",Kingbright Electronic Co Ltd,2000,2315,,USD,Astute Electronics Inc. LAM STL,LAM7.1.18
APTD2012LCGCK,"LED,SMD,570NM,40MCD,1.9V,GRN,2X1.25MM",Kingbright Electronic Co Ltd,2948,2307,,USD,Astute Electronics Inc. LAM STL,LAM7.1.17
APXA200ARA470MH70G,CAP ALUM POLY 47UF 20% 20V SMD,Ucc,1000,1842,,,Astute Electronics TAX Excess/Consignment,G05B03
APXA6R3ARA221MH70G,CAP ALUM POLY 220UF 20% 6.3V SMD,Ucc,1000,1835,,,Astute Electronics TAX Excess/Consignment,G06B02
AQR107A-B0-EG-Y,AQR107A-B0-EG-Y,Not Known Yet,1110,,,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AQY272AX,"RLY,PHOTO MOS,FLAT PWR,4 PIN,2A,ROHS",Panasonic,91,2236,,USD,Astute Electronics Inc. LAM STL,LAMBLK.2.2
AR02BTC3321,AR02BTC3321,Not Known Yet,5434,,,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AR02BTC9761,AR02BTC9761,Viking Connectors,6673,,,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AR02BTCX2911,AR02BTCX2911,Not Known Yet,9883,,,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AS186-302LF,RF Switch ICs DC-6GHz IL,"Skyworks Solutions, Inc.",49,,5.89,USD,Astute Electronics Inc.,MRR
AS4C16M16SA-7TCN TR,IC DRAM 256MBIT PAR 54TSOP II,Alliance Memory Inc,6000,,1.55,USD,Astute Electronics Inc,QC INSPECT
AS4C16M16SA-7TCN TR,IC DRAM 256MBIT PAR 54TSOP II,Alliance Memory Inc,3999,2316,1.55,USD,Astute Electronics Inc,HK-G04
AS7C1024B-12JIN,"IC-SRAM, 1024KBIT, 128KX8",Alliance Memory Inc,35,,2.5,USD,Astute Electronics Inc,HK-HOLDLOT
ASK25501,CONN RA  POSI ASK25501,Positronic,15,,,,Astute Electronics GEA Excess/Consignment,F02A01
ASK25504,CONN RA  POSI ASK25504,Positronic,33,,,,Astute Electronics GEA Excess/Consignment,F02A01
ASK25504,CONN RA  POSI ASK25504,Positronic,50,,,,Astute Electronics GEA Excess/Consignment,F01A02
ASK25509,CONN RA  POSI ASK25509,Positronic,42,,,,Astute Electronics GEA Excess/Consignment,F01A03
ASP-134604-01,"CONN,SMD,VITA57.1 FMC MEZZ LPC, 160POS",Samtec Inc,75,2332,10.52,USD,Astute Electronics Inc. LAM 3PL,LAM13.8.7
ASP-134604-04,"CONN,SMD,VITA57.1 FMC MEZZ LPC,160POS,PB",Samtec Inc,200,2411,,USD,Astute Electronics Inc. LAM STL,LAM13.4.9
AT17LV128-10JI,"IC,EEPROM",Atmel,46,,,USD,Astute Electronics Inc. ATX Excess,G04B03
AT24C01D-SSHM-T,IC EEPROM 1KBIT I2C 1MHZ 8SOIC,Microchip Technology Inc,44000,,,,Astute Electronics Inc - SPE HK,HK-EXCESS01
AT25HP512W2-10SU-2.7,IC EEPROM 512KBIT SPI 16SOIC,Microchip Technology Inc,15,n/a,,,Astute Electronics TAX Excess/Consignment,G07C03
AT56425-002,Semiconductor,Atmel,175,1119,,,Astute Electronics GEA Excess/Consignment,G01E04
AT73C507-M4UR730,Processors - Application Specialised 10G,Microchip Technology Inc,6000,,,,Astute Electronics Inc - SPE HK,HK-EXCESS04
AT89S52-24PU,8-Bit Mikrocontroller,Atmel,307,,,,Astute Electronics Inc. ATX Excess,G01A01
AT93C66B-SSHM-B,IC EEPROM 4KBIT SPI 2MHZ 8SOIC,Microchip Technology Inc,1000,MAY-2018,,,Astute Electronics TAX Excess/Consignment,G04B02
AT93C66B-SSHM-B,IC EEPROM 4KBIT SPI 2MHZ 8SOIC,Microchip Technology Inc,25,2018,,,Astute Electronics TAX Excess/Consignment,G04B02
ATA5279C-WGQW,IC PASS ENTRY 125KHZ 48VQFN,Atmel,2637,,,USD,Astute Electronics Inc. ATX Excess,G04B02
ATMEGA2560-16AUR,IC MCU 8BIT 256KB FLASH 100TQFP,Microchip Technology Inc,730,,6.35,USD,Astute Electronics Inc,HK-B03
ATMEGA328PB-AU,IC MCU 8BIT 32KB FLASH 32TQFP,Microchip Technology Inc,150,,,USD,Astute Electronics Inc. ATX Excess,G07C01
ATMEGA8L-8MU,"FLASH, RISC MICROCONTROLLER ATMEGA8L-8MU",Atmel,489,2026,,USD,Astute Electronics Inc. ATX Excess,S0114C
ATQR12,"FUSE,CLASS CC,600V,TIME DLY,12 AMP",Eaton,50,inc,,GBP,Astute Electronics Inc. LAM STL,LAMBLK.12.4
ATQR15,"Mersen ATQR FIBREGLASS CARTRID GE FUSE,",Mersen,100,Inc,,GBP,Astute Electronics Inc. LAM STL,LAMBLK.12.1
ATS-55230K-C1-R0,"HTSK,SQ,BGA,23X23X14.5MM,BLK-ANODIZED",Advanced Thermal Solutions,199,,,USD,Astute Electronics Inc. LAM STL,LAMTY.7.8
B07ZK56C7B,LOCKPORT 4 INCH BLACK GAFFERS TAPE - 30,Factored Manufacturer,540,,0.2369,USD,Astute Electronics Inc.,F04F02
B12J10RE,ROHS RES 10 OHM 12W 5% AX,Ohmite,5,1912,,,Astute Electronics SPA Excess/Consignment,G06E01
B12J1K0E,RES 1K OHM 5% 12W AXIAL,Ohmite,20,1929,,,Astute Electronics TAX Excess/Consignment,G06A03
B20B-PHDSS(LF)(SN),"CON, W2B, 20P, 2R, 2mm, M, VER, BLK",Jst,1500,,,,Astute Electronics Inc. ATX Excess,ATX23R
B20B-PHDSS(LF)(SN),"CON, W2B, 20P, 2R, 2mm, M, VER, BLK",Jst,5000,,,,Astute Electronics Inc. ATX Excess,ATX23R
B-20F-28,FERRITE CORE SOLID 1.3MM,Kemet Electronics Corp,5001,"45, 1726",,,Astute Electronics TAX Excess/Consignment,G02E04
B20J20KE,RES 20K OHM 5% 20W AXIAL,Ohmite,5,1927,,,Astute Electronics TAX Excess/Consignment,G06D04
B20J20KE,RES 20K OHM 5% 20W AXIAL,Ohmite,5,,,,Astute Electronics TAX Excess/Consignment,G06D04
B20J20RE-B,B20J20RE-B,Ohmite,9,1816,,,Astute Electronics TAX Excess/Consignment,G07E02
B20J500E,Wirewound Resistors - Through Hole 20wat,Ohmite,17,,,,Astute Electronics TAX Excess/Consignment,G06D04
B20NJ50RE-B,B20NJ50RE-B,Ohmite,733,"2013, 1926, 1925",,,Astute Electronics TAX Excess/Consignment,ATX21R
B20NJ50RE-B,B20NJ50RE-B,Ohmite,900,2013,,,Astute Electronics TAX Excess/Consignment,ATX21R
B20NJ50RE-B,B20NJ50RE-B,Ohmite,1324,2013,,,Astute Electronics TAX Excess/Consignment,ATX21R
B20NJ50RE-B,B20NJ50RE-B,Ohmite,15,,8.25,,Astute Electronics TAX Excess/Consignment,ATX21R
B-250-130-62G,HEATSINK WASHER,Boyd CORP,1500,,1.32,USD,Astute Electronics Inc.,QC INSPECT
B2B-PH-SM4-TB (LF)(SN),"CONNECTOR, HEADER, SMT, 2MM, 2WAY",Jst,26000,2312,0.086,USD,Astute Electronics Inc,HK-PALLET8
B2B-XH-AM(LF)(SN),"CONN,HDR,SHRD,TOPENTRY,2P,WHT,BD GDE,TH","J.S.T. MFG. CO.,LTD.",4000,2248,,USD,Astute Electronics Inc. LAM STL,LAMBLK.2.8
B2LS156.RD,LS/B2/156 RED SILVER,Oxley Developments Co Ltd,100,2609,7.361,GBP,Astute Electronics Inc,1018
B32021A3472K000,CAP FILM Y2 4700pF ±20% 300V,Epcos,1007,,,,Astute Electronics Inc.,F04C01
B32021A3472M189,CAP FILM 4700PF 20% 1.5KVDC RAD,Epcos,233,,0.205,USD,Astute Electronics Inc. ATX Excess,G03E03
B32620A3223K189,Cap Film 22nF 250V PP 10% Dipped Radial,TDK Corp,40,N/A,,,Astute Electronics TAX Excess/Consignment,G07E04
B32620A3223K189,Cap Film 22nF 250V PP 10% Dipped Radial,TDK Corp,7200,1020,,,Astute Electronics TAX Excess/Consignment,A01E01
B32653A0104K189,Cap Film 0.1uF 1000V PP 10% (26.5 X 8.5,TDK Corp,2000,"191016, 190619",,,Astute Electronics TAX Excess/Consignment,ATX31L
B32653A0104K189,Cap Film 0.1uF 1000V PP 10% (26.5 X 8.5,TDK Corp,851,"190619, 191016",,,Astute Electronics TAX Excess/Consignment,ATX31L
B32933A3105M000,(CE/) CAP 1UF PET 400VDC 20% R,TDK Corp,4306,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
B340-13-F,DIODE SCHOTTKY 40V 3A SMC,Diodes Inc,6000,,,,Astute Electronics Inc. - HK Excess,HK-EXCESS03
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,2595,N/A,,,Astute Electronics TAX Excess/Consignment,A02C01
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,1000,191206,,,Astute Electronics TAX Excess/Consignment,A02C01
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,500,191110,,,Astute Electronics TAX Excess/Consignment,A02C01
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,1500,"191014, 191110",,,Astute Electronics TAX Excess/Consignment,A02C01
B5B-XH-AM(LF)(SN),"CONN,HDR,SHRD,TOPENTRY,5P,WHT,BD GDE,TH","J.S.T. MFG. CO.,LTD.",500,2222,,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.12
BACR13CG2AB,RELAY INTERNALLY SUPPRESSED 28 VDC 0.12,Dri Relays Inc,98,,,,Astute Electronics GEA Excess/Consignment,A03D01
BAS321-Q,DIODE STANDARD 200V 250MA SOD323,Nexperia,27000,,2,USD,Astute Electronics Inc.,F05D04
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,99998,,0.049,USD,Astute Electronics Inc.,F07D01
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,67497,,0.01,USD,Astute Electronics Inc.,F07D01
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,700,2249,0.06534,USD,Astute Electronics Inc,HK-I02
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,37499,1923,0.023,USD,Astute Electronics Inc,HK-A03
